Name,"Position Name",Date,"Day Name","Total Duration","Total Distance (m)","Distance Zone 2-8 (m)","HMLD (Gen 2)","High Speed Running","V High Speed Running","Maximum Velocity (m/s)","Acceleration B1-3 Total Efforts (Gen 2)","Acceleration B1-3 Distance (Gen 2) (m)","Deceleration B1-3 Total Efforts (Gen 2)","Deceleration B1-3 Distance (Gen 2) (m)",N/m
"Harata Butler - 30/08/2025",Prop,30/08/2025,Saturday,01:19:33,3137.54675,1575.94,225.34,33.64,0,5.6631,28,114.54,32,36.99,5.22207
"Harata Butler - 04/09/2025",Prop,04/09/2025,Thursday,01:45:00,4497.15967,1683.68001,473.22,248.15,0,6.23467,54,213.71999,35,36.81,5.25031
"Harata Butler - 06/09/2025",Prop,06/09/2025,Saturday,01:28:41,3986.87427,1318.74999,407.16,127.19,0,6.51384,66,253.62,52,48.06,8.61652
"Harata Butler - 07/09/2025",Prop,07/09/2025,Sunday,01:31:50,4017.38721,1755.53,304.32999,76.4,0,6.69058,37,127.82,41,51.88,5.34751
"Harata Butler - 11/09/2025",Prop,11/09/2025,Thursday,01:56:11,5041.05615,1630.74002,478.32999,257.34,16.97,7.23314,45,235.11999,40,41.72,4.52673
"Harata Butler - 14/09/2025",Prop,14/09/2025,Sunday,01:21:57,3754.54517,1746.17003,248.13,48.26,0,5.74217,28,105.49,30,39.87,4.74625
"Ivana Lauitiiti - 07/05/2025",Centre,07/05/2025,Wednesday,01:27:35,4096.00827,1940.31002,395.77999,100.9,20.1,7.40776,66,260.18,36,60.81,7.05321
"Ivana Lauitiiti - 13/05/2025",Centre,13/05/2025,Tuesday,01:04:12,2903.3316,1243.15001,293.5,34.87,0,5.90865,56,243.6,18,25.5,7.0023
"Ivana Lauitiiti - 15/05/2025",Centre,15/05/2025,Thursday,01:46:30,4679.18573,1840.25998,459.83001,112.3,0,6.8069,62,255.94,24,36.4,5.05366
"Ivana Lauitiiti - 17/05/2025",Centre,17/05/2025,Saturday,01:36:26,4566.42432,1805.02002,243.08,2.9,0,5.07483,41,224.41,34,58.11,4.51064
"Ivana Lauitiiti - 19/05/2025",Centre,19/05/2025,Monday,01:28:56,5302.15637,2684.72999,537.84,132.92,0,6.16323,66,327.02,48,44.47,6.23576
"Ivana Lauitiiti - 20/05/2025",Centre,20/05/2025,Tuesday,01:29:06,4201.39392,1841.19002,367.46999,46.47,0,6.46649,66,257.77,35,36.31,6.50701
"Ivana Lauitiiti - 22/05/2025",Centre,22/05/2025,Thursday,01:43:10,3247.8252,1338.61995,405.89999,143.95,3.41,7.0323,58,235.13,27,26.52,7.39618
"Ivana Lauitiiti - 24/05/2025",Centre,24/05/2025,Saturday,01:31:39,4.996,0,0,0,0,0.42754,0,0,0,0,0
"Ivana Lauitiiti - 27/05/2025",Centre,27/05/2025,Tuesday,01:31:56,3729.88818,1687.51998,78.71,116.95,0,6.15455,0,2.28,1,0.11,0.07172
"Ivana Lauitiiti - 29/05/2025",Centre,29/05/2025,Thursday,01:54:21,4661.84233,2223.22998,300.00001,40.465,0,6.25526,37,152.69,9,15.66,2.70837
"Ivana Lauitiiti - 31/05/2025",Centre,31/05/2025,Saturday,01:32:11,3865.48999,1327.79,111.7,28.72,0,5.9515,16,79.4,15,13.56,2.20063
"Ivana Lauitiiti - 02/06/2025",Centre,02/06/2025,Monday,01:53:56,5443.87941,2574.06,353.39999,92.27,0,5.65089,41,161.78,20,26.06,3.03671
"Ivana Lauitiiti - 03/06/2025",Centre,03/06/2025,Tuesday,02:07:36,4091.37793,1250.21997,145.53,30.73,0,6.00142,18,128.65,24,38.25,2.96832
"Ivana Lauitiiti - 05/06/2025",Centre,05/06/2025,Thursday,02:33:32,5929.83676,2756.91003,604.80001,282.7,6.28,7.11594,48,220.69,32,37.69,3.84344
"Ivana Lauitiiti - 07/06/2025",Centre,07/06/2025,Saturday,01:40:02,6078.27246,3312.53997,234.3,53.31,0,6.31516,30,179.38,37,36.37,3.27429
"Ivana Lauitiiti - 09/06/2025",Centre,09/06/2025,Monday,01:34:25,5630.8501,3039.56,365.25,122.74,6.97,7.10513,35,108.64,34,29.73,3.52496
"Ivana Lauitiiti - 10/06/2025",Centre,10/06/2025,Tuesday,01:27:07,4337.32916,2217.56003,313.79001,60.26,0,5.87016,53,229.15,14,9.15,4.2555
"Ivana Lauitiiti - 12/06/2025",Centre,12/06/2025,Thursday,03:19:50,8838.38055,3237.67002,856.15998,286.94,0,6.45949,104,481.66,60,64.41,5.37519
"Ivana Lauitiiti - 14/06/2025",Centre,14/06/2025,Saturday,01:39:05,3398.80908,1582.41003,189.05,95.26,0,6.37282,19,83.11,15,19.12,2.84909
"Ivana Lauitiiti - 16/06/2025",Centre,16/06/2025,Monday,01:48:06,4178.49609,1669.78003,267.82001,49.48,3.37,7.05032,43,208.90001,32,49.6,4.98062
"Ivana Lauitiiti - 17/06/2025",Centre,17/06/2025,Tuesday,01:31:54,4232.30304,1898.71997,381.51,126.02,0,6.92781,45,181.73,39,38.46,5.85272
"Ivana Lauitiiti - 19/06/2025",Centre,19/06/2025,Thursday,01:47:32,5664.68689,2593.89999,719.17001,402.54999,36.56,7.31719,67,326.36,51,52.58,5.93113
"Ivana Lauitiiti - 21/06/2025",Centre,21/06/2025,Saturday,01:55:00,3833.73999,1752.55004,371.04001,104.16,0,6.5188,56,231.23999,39,35.78,7.03334
"Ivana Lauitiiti - 24/06/2025",Centre,24/06/2025,Tuesday,01:51:54,5707.63342,2876.00999,582.42,193.17,13.48,7.21904,89,413.93001,56,74.63,7.17066
"Ivana Lauitiiti - 26/06/2025",Centre,26/06/2025,Thursday,01:22:20,4259.4957,1836.76002,533.5,283.34,60.29,7.45427,62,280.17,45,51.75,7.36026
"Ivana Lauitiiti - 30/06/2025",Centre,30/06/2025,Monday,02:13:12,3166.91406,985.26997,228.39,92.54,10.44,7.08736,34,145.77,23,20.36,4.91598
"Ivana Lauitiiti - 01/07/2025",Centre,01/07/2025,Tuesday,01:44:00,4852.80811,2059.77001,402.47,118.97,0,5.81632,62,270.22,64,65.3,7.56284
"Ivana Lauitiiti - 03/07/2025",Centre,03/07/2025,Thursday,01:32:00,4785.45166,2136.90997,336.10001,250.52,12.45,7.10466,23,115.77,14,20.66,2.11297
"Ivana Lauitiiti - 05/07/2025",Centre,05/07/2025,Saturday,00:58:04,3319.82788,2135.61999,241.78,236.67001,0,6.92659,25,119.13,20,35.58,3.91602
"Ivana Lauitiiti - 08/07/2025",Centre,08/07/2025,Tuesday,01:03:00,3959.39136,2064.96002,449.85999,525.10999,0,6.40315,38,229.27,33,56.81,5.3238
"Ivana Lauitiiti - 10/07/2025",Centre,10/07/2025,Thursday,02:05:42,6100.65161,2725.32999,557.20999,303.16,18.58,7.25278,57,259.37,34,36.65,4.41986
"Ivana Lauitiiti - 15/07/2025",Centre,15/07/2025,Tuesday,01:20:55,4732.72803,2305.93998,567.67,226.60001,0,6.40295,81,302.02,60,48.96,8.28602
"Ivana Lauitiiti - 17/07/2025",Centre,17/07/2025,Thursday,02:00:00,5402.77246,2299.07,324.39001,229.38,47.73,7.5751,32,147.58,16,26.67,2.53499
"Ivana Lauitiiti - 19/07/2025",Centre,19/07/2025,Saturday,00:46:35,2817.50146,1624.73,372.10999,206.26,6.23,7.15476,45,174.49999,39,43.38,8.43087
"Ivana Lauitiiti - 22/07/2025",Centre,22/07/2025,Tuesday,01:17:00,4346.87842,1764.04,423.91,149.2,0,6.8352,55,236.62,43,63.63,6.35076
"Ivana Lauitiiti - 23/07/2025",Centre,23/07/2025,Wednesday,01:58:58,4779.59814,1731.26997,401.85001,151.23,0,6.87408,53,235.99001,32,34.52,5.16016
"Ivana Lauitiiti - 25/07/2025",Centre,25/07/2025,Friday,01:15:00,2707.61108,713.02998,190.67,57.41,0,6.44251,27,122.26,19,21.55,4.82122
"Ivana Lauitiiti - 26/07/2025",Centre,26/07/2025,Saturday,01:28:38,1765.01715,1217.49999,122.85,174.85001,0,5.71343,7,34.65,4,8.39,1.66712
"Ivana Lauitiiti - 29/07/2025",Centre,29/07/2025,Tuesday,01:10:00,3816.21729,1674.40003,197.17,48.66,0,6.16687,29,148.66001,25,28.35,4.19172
"Ivana Lauitiiti - 31/07/2025",Centre,31/07/2025,Thursday,05:50:01,5816.1543,2225.09994,402.5,101.545,19.16,7.37345,50,211,33,31.03,3.98296
"Ivana Lauitiiti - 03/08/2025",Centre,03/08/2025,Sunday,01:17:28,2844.36426,1443.33002,158.48,2.35,0,5.12333,22,79.11,20,24.16,4.49538
"Ivana Lauitiiti - 05/08/2025",Centre,05/08/2025,Tuesday,01:05:01,3030.18311,1559.22002,335.35999,174.78,0,6.8034,41,159.22,27,25.75,6.70917
"Ivana Lauitiiti - 06/08/2025",Centre,06/08/2025,Wednesday,02:18:01,6273.5625,2540.97994,567.53003,234.73,30.35,7.18659,60,276.18,31,35.56,4.05073
"Ivana Lauitiiti - 09/08/2025",Centre,09/08/2025,Saturday,01:24:40,3159.3866,1422.59002,250.34,54.28,0,6.55105,31,118.91,28,30.18,5.92678
"Ivana Lauitiiti - 13/08/2025",Centre,13/08/2025,Wednesday,02:04:03,5153.99609,1996.53001,539.78003,309.68,43.25,7.37594,57,271.93,34,39.92,5.25243
"Ivana Lauitiiti - 15/08/2025",Centre,15/08/2025,Friday,03:48:52,6418.21362,2004.54001,519.41,223.82001,0,6.33475,64,326.57999,46,47.62,5.23479
"Ivana Lauitiiti - 16/08/2025",Centre,16/08/2025,Saturday,01:31:25,3507.271,1719.06999,293.55001,76.83,0,5.9714,32,152.37,39,42.82,6.33042
"Ivana Lauitiiti - 18/08/2025",Centre,18/08/2025,Monday,00:52:45,3178.60913,1561.54001,250.12,84.26,0,6.0394,33,144.35,19,20.82,4.61177
"Ivana Lauitiiti - 19/08/2025",Centre,19/08/2025,Tuesday,01:38:57,5390.625,2558.72004,392.67999,101.55,0,6.51147,55,322.06999,27,55.11,4.34699
"Ivana Lauitiiti - 21/08/2025",Centre,21/08/2025,Thursday,01:55:47,5297.06152,2064.57997,581.71997,285.77,19.48,7.45653,57,288.22999,40,40.82,5.31257
"Ivana Lauitiiti - 23/08/2025",Centre,23/08/2025,Saturday,01:39:29,3365.55298,1175.33002,352.48999,100.81,0,6.53838,54,215.06999,31,25.75,7.20105
"Ivana Lauitiiti - 24/08/2025",Centre,24/08/2025,Sunday,01:24:24,3145.9071,1478.84,218.89,54.25,0,6.59807,19,87.39,29,31.61,4.99983
"Ivana Lauitiiti - 27/08/2025",Centre,27/08/2025,Wednesday,02:14:00,5647.95117,2125.49002,575.57001,459.95999,38.95,7.52727,46,238.87,34,44.74,4.34786
"Ivana Lauitiiti - 04/09/2025",Centre,04/09/2025,Thursday,01:45:00,4748.74658,1754.6,537.62,312.03001,28.78,7.33985,62,236.91,43,46.15,6.2527
"Ivana Lauitiiti - 06/09/2025",Centre,06/09/2025,Saturday,01:28:41,3909.21826,1398.41001,344.87,83.86,0,6.58402,52,192.67,46,40.31,7.17125
"Ivana Lauitiiti - 07/09/2025",Centre,07/09/2025,Sunday,01:31:50,3929.81226,1964.30001,329.53999,78.2,0,6.86331,31,138.35,44,53.47,5.3911
"Ivana Lauitiiti - 11/09/2025",Centre,11/09/2025,Thursday,01:56:11,5306.40479,1818.95003,480.25,204.92,14.13,7.299,50,212.58,36,35.31,4.6882
"Ivana Lauitiiti - 14/09/2025",Centre,14/09/2025,Sunday,01:21:57,3372.68958,1434.97998,210.23,40.62,0,5.50844,25,106.32,25,32.97,4.82226
"Kaiyah Atai - 07/05/2025","Second Row",07/05/2025,Wednesday,01:27:35,4416.8387,2238.68999,683.85,149.52,14.33,7.43727,121,488.4,99,99.05,10.28971
"Kaiyah Atai - 13/05/2025","Second Row",13/05/2025,Tuesday,01:04:12,2773.00031,1078.13001,310.63,39.73,0,6.70626,57,278.88,29,40.31,6.22142
"Kaiyah Atai - 15/05/2025","Second Row",15/05/2025,Thursday,01:46:30,4099.81973,1556.34003,456.03,220.66,28.08,7.53281,57,291.89,17,35.35,3.88359
"Kaiyah Atai - 17/05/2025","Second Row",17/05/2025,Saturday,01:36:26,4497.78711,1989.06004,434.32999,38.37,0,6.21772,93,360.89,59,65.92,6.67439
"Kaiyah Atai - 19/05/2025","Second Row",19/05/2025,Monday,01:28:56,5193.79614,2587.97999,662.19999,153.95,0,6.76822,96,420.93999,53,70.42,5.77997
"Kaiyah Atai - 20/05/2025","Second Row",20/05/2025,Tuesday,01:29:06,4253.80823,1934.22999,491.87,60.4,19.78,7.32122,91,370.05,49,47.32,6.57481
"Kaiyah Atai - 22/05/2025","Second Row",22/05/2025,Thursday,01:43:10,5436.38428,2929.91001,953.32001,331.67,35.13,7.56795,132,535.71999,91,123.25,8.85625
"Kaiyah Atai - 24/05/2025","Second Row",24/05/2025,Saturday,01:31:39,5165.62793,2431.67004,539.15002,31.52,0,5.54265,119,480.21999,87,90.48,7.81241
"Kaiyah Atai - 26/05/2025","Second Row",26/05/2025,Monday,01:27:26,5999.62109,3682.50991,702.98001,247.02,4.89,7.10525,93,408.91001,57,53.03,5.02898
"Kaiyah Atai - 27/05/2025","Second Row",27/05/2025,Tuesday,01:31:56,3690.67847,1083.07001,245.8,79.95,0,5.6993,35,165.19,26,28.49,3.37716
"Kaiyah Atai - 29/05/2025","Second Row",29/05/2025,Thursday,01:54:05,5757.47732,2969.28998,950.35999,224.575,25.38,7.79613,117,500.61,91,104.82,7.55053
"Kaiyah Atai - 31/05/2025","Second Row",31/05/2025,Saturday,01:16:25,4180.44525,2038.60003,554.61,59.88,9.08,7.21485,122,497.67001,99,118.62,10.69886
"Kaiyah Atai - 02/06/2025","Second Row",02/06/2025,Monday,01:53:56,6827.48505,4028.92006,850.56999,320.03,2.73,7.03856,88,370.32,68,73.46,4.64183
"Kaiyah Atai - 03/06/2025","Second Row",03/06/2025,Tuesday,02:07:36,4842.71576,1517.84,277.35001,71.25,0,6.60522,36,168.88,22,34.47,2.33836
"Kaiyah Atai - 05/06/2025","Second Row",05/06/2025,Thursday,02:33:32,6539.43781,3230.11998,969.88,577.40999,73.7,7.70317,81,375.1,49,58.25,4.2652
"Kaiyah Atai - 07/06/2025","Second Row",07/06/2025,Saturday,01:40:02,5847.39745,3430.76,478.26,173.69,0,6.62429,63,334.08,60,69.17,4.46455
"Kaiyah Atai - 09/06/2025","Second Row",09/06/2025,Monday,01:34:25,7155.8956,4064.58005,786.62,350.13,21.56,7.35011,77,301.07,66,75.41,3.97742
"Kaiyah Atai - 12/06/2025","Second Row",12/06/2025,Thursday,03:20:39,10631.64832,4608.07999,1525.49001,1007.21999,0,6.4802,168,802.08,110,130.24,5.45428
"Kaiyah Atai - 14/06/2025","Second Row",14/06/2025,Saturday,01:19:58,1978.0215,902.52001,147.6,53.87,0,6.3012,16,84.82,9,12.03,2.70877
"Kaiyah Atai - 16/06/2025","Second Row",16/06/2025,Monday,01:48:06,4426.3877,1592.22998,354.23999,142.23,21.25,7.58817,56,235.01,38,50.92,4.20659
"Kaiyah Atai - 17/06/2025","Second Row",17/06/2025,Tuesday,01:31:54,5828.85632,2513.38997,738.26001,312.38,13.97,7.20589,84,363.22999,80,86.11,5.97167
"Kaiyah Atai - 19/06/2025","Second Row",19/06/2025,Thursday,01:47:32,6232.9071,3052.43003,1111.47,546.73,77.94,7.79598,130,606.85,109,106.77,7.91958
"Kaiyah Atai - 21/06/2025","Second Row",21/06/2025,Saturday,01:55:00,4810.88037,2229.84003,575.71997,247.77,4.81,7.09425,67,272.3,49,65.48,5.03151
"Kaiyah Atai - 24/06/2025","Second Row",24/06/2025,Tuesday,01:51:54,6087.28662,2919.97997,783.92999,538.26,14.04,7.34329,103,482.45999,67,80.62,5.7119
"Kaiyah Atai - 26/06/2025","Second Row",26/06/2025,Thursday,01:22:20,4604.60234,1990.81998,733.26001,448.93,91.26,7.66987,69,328.21,56,70.5,5.5375
"Kaiyah Atai - 30/06/2025","Second Row",30/06/2025,Monday,02:13:38,4589.21924,1766.78001,514.06,263.53,12.02,7.24819,70,299.98999,44,44.73,5.10065
"Kaiyah Atai - 01/07/2025","Second Row",01/07/2025,Tuesday,01:44:00,5491.87256,2442.99999,645.46002,347.35,0,6.89905,70,327.17,63,81.07,5.04418
"Kaiyah Atai - 03/07/2025","Second Row",03/07/2025,Thursday,01:32:00,5317.88623,2411.84996,503.97,260.24,6.19,7.19041,54,198.99,50,59.46,4.00874
"Kaiyah Atai - 05/07/2025","Second Row",05/07/2025,Saturday,01:14:04,3381.57031,1185.12002,164.27,41.38,0,5.65566,20,96.41,11,13.12,1.76427
"Kaiyah Atai - 06/07/2025","Second Row",06/07/2025,Sunday,01:30:06,6247.82642,3099.13003,600.85999,239.57,4.82,7.16512,42,184.2,64,86.53,3.69793
"Kaiyah Atai - 08/07/2025","Second Row",08/07/2025,Tuesday,00:35:00,1895.54443,569.42998,95.51,6.22,0,5.2101,9,39.54,7,2.91,1.60376
"Kaiyah Atai - 10/07/2025","Second Row",10/07/2025,Thursday,02:05:42,6373.10437,2658.80999,603.01001,368.17,3.51,7.0227,57,223.90999,41,49.58,3.09457
"Kaiyah Atai - 12/07/2025","Second Row",12/07/2025,Saturday,01:25:00,4282.17578,1406.74002,450.67999,180.71001,0,6.01561,54,217.70999,41,44.35,4.32163
"Kaiyah Atai - 13/07/2025","Second Row",13/07/2025,Sunday,01:16:49,6661.1897,3298.37996,708.60001,316.91,0,6.68588,63,267.42001,81,98.38,4.56375
"Kaiyah Atai - 15/07/2025","Second Row",15/07/2025,Tuesday,01:02:00,2820.76807,979.35996,200.78999,22.65,0,5.48493,28,114.63,28,20.2,3.98757
"Kaiyah Atai - 17/07/2025","Second Row",17/07/2025,Thursday,02:00:00,5201.6123,1867.31003,327.48999,154.67,8.99,7.15436,27,120.76,22,30.25,1.86288
"Kaiyah Atai - 19/07/2025","Second Row",19/07/2025,Saturday,01:05:00,3232.84814,1147.55998,254.7,106.26,0,6.49462,30,138.72,26,20.62,3.45578
"Kaiyah Atai - 20/07/2025","Second Row",20/07/2025,Sunday,01:23:38,6352.31982,3208.48005,672.31,268.19,27.72,7.43073,64,246.29999,76,96.8,4.74378
"Kaiyah Atai - 23/07/2025","Second Row",23/07/2025,Wednesday,01:58:58,5800.26025,2101.56997,646.31,306.79,46.48,7.50144,65,307.07,54,61.07,4.18636
"Kaiyah Atai - 25/07/2025","Second Row",25/07/2025,Friday,01:15:00,3366.35205,1132.67002,334.41,112.26,0,6.10398,41,151.21,27,30.01,4.1089
"Kaiyah Atai - 26/07/2025","Second Row",26/07/2025,Saturday,01:19:41,6005.85815,2714.50999,541.14001,169.51,0,6.98207,57,201.75,70,98.32,4.60617
"Kaiyah Atai - 29/07/2025","Second Row",29/07/2025,Tuesday,01:10:00,3818.19531,1473.43998,267.67999,65.7,0,6.90292,31,167.74,33,38.52,3.64256
"Kaiyah Atai - 31/07/2025","Second Row",31/07/2025,Thursday,02:07:29,5976.42432,2180.59998,555.90002,332.44,0,6.99177,46,204.37,49,47.28,3.25546
"Kaiyah Atai - 03/08/2025","Second Row",03/08/2025,Sunday,01:17:28,6139.13525,2929.50001,532.19,147.76,0,6.46847,57,215.74,74,92.5,4.55569
"Kaiyah Atai - 09/08/2025","Second Row",09/08/2025,Saturday,01:24:40,6115.1333,2667.07002,477.24001,261.55,4.61,7.02752,40,174.47,52,62.73,3.05733
"Kaiyah Atai - 13/08/2025","Second Row",13/08/2025,Wednesday,02:04:03,5799.99512,2251.90998,543.70001,314.18,28.85,7.23953,55,211.27,40,48.37,3.48552
"Kaiyah Atai - 15/08/2025","Second Row",15/08/2025,Friday,03:48:52,8379.31055,2630.39,737.41998,421.59999,0,6.54151,60,283.5,48,65.26,2.61215
"Kaiyah Atai - 16/08/2025","Second Row",16/08/2025,Saturday,01:31:25,6384.28735,2863.00998,517.17001,195.29,23.7,7.67568,51,199.93,59,69.42,3.83911
"Kaiyah Atai - 21/08/2025","Second Row",21/08/2025,Thursday,01:55:47,5614.84717,1961.16996,633.78998,463.50999,2.1,7.01568,44,224.26999,33,45.23,2.97105
"Kaiyah Atai - 23/08/2025","Second Row",23/08/2025,Saturday,01:39:29,3990.24707,1158.87998,349.60001,191.29,0,6.58816,26,130.02,24,32.23,2.79983
"Kaiyah Atai - 24/08/2025","Second Row",24/08/2025,Sunday,01:24:24,3826.00311,1733.22998,302.20999,122.73,0,6.25695,27,107.52,37,38.67,3.52587
"Kaiyah Atai - 27/08/2025","Second Row",27/08/2025,Wednesday,02:14:00,5980.22119,2151.13999,590.03003,259.27,11.83,7.04519,70,286.95999,57,58.28,4.51154
"Kaiyah Atai - 29/08/2025","Second Row",29/08/2025,Friday,02:42:09,3602.2561,1217.34999,307.07001,40.57,0,5.99013,50,208.31001,45,39.6,5.36941
"Kaiyah Atai - 30/08/2025","Second Row",30/08/2025,Saturday,01:19:33,6017.20068,3076.03999,500.64999,136.33,0,6.6445,59,229.46,82,88.56,4.86904
"Kaiyah Atai - 04/09/2025","Second Row",04/09/2025,Thursday,01:45:00,4994.1626,1810.06999,523.02002,266.96,7.63,7.07328,55,204.77999,38,46.71,3.7664
"Kaiyah Atai - 06/09/2025","Second Row",06/09/2025,Saturday,01:28:41,4200.26611,1401.39001,383.98001,83.45,0,6.74746,64,259.91,57,52.91,5.88058
"Kaiyah Atai - 07/09/2025","Second Row",07/09/2025,Sunday,01:31:50,6581.12354,3234.68006,632.47,227.46,5.55,7.08674,65,230.77,89,108.84,4.87333
"Kaiyah Atai - 11/09/2025","Second Row",11/09/2025,Thursday,01:56:11,6094.11279,2046.84999,675.34003,358.25001,31.02,7.37358,60,265.67,60,64.5,4.16533
"Kaiyah Atai - 14/09/2025","Second Row",14/09/2025,Sunday,01:21:57,6126.33447,2599.48,512.75999,178.8,5.52,7.04616,51,202.11,64,73.76,4.11241
"Kalyn Takitimu-Cook - 07/05/2025",Wing,07/05/2025,Wednesday,01:27:35,4596.12851,2336.52003,644.60001,147.56,12.73,7.20788,116,465.76,91,104.02,8.71255
"Kalyn Takitimu-Cook - 13/05/2025",Wing,13/05/2025,Tuesday,01:04:12,3037.17926,1427.60001,432.92,33.33,3.5,7.05516,91,391.39,55,50.16,9.08195
"Kalyn Takitimu-Cook - 15/05/2025",Wing,15/05/2025,Thursday,01:46:30,4916.48163,2405.22,605.23999,289.18,2.64,7.05515,64,270.96,27,58.89,3.62475
"Kalyn Takitimu-Cook - 17/05/2025",Wing,17/05/2025,Saturday,01:36:26,4884.63965,2354.26002,514.10999,118.08,0,6.48757,97,381.49,70,83.37,6.27201
"Kalyn Takitimu-Cook - 19/05/2025",Wing,19/05/2025,Monday,01:28:56,5499.84766,2838.46002,717.92001,251.04,0,6.83533,83,365.51999,65,81.77,5.2606
"Kalyn Takitimu-Cook - 20/05/2025",Wing,20/05/2025,Tuesday,01:29:06,4470.09521,2060.75999,447.59999,54.62,0,6.17147,82,303.42001,52,57.53,5.40033
"Kalyn Takitimu-Cook - 22/05/2025",Wing,22/05/2025,Thursday,01:43:10,5628.84863,3083.38002,834.46002,291.41999,15.16,7.46989,96,402.13,80,106.06,6.55907
"Kalyn Takitimu-Cook - 24/05/2025",Wing,24/05/2025,Saturday,01:31:39,5277.07227,2570.22,603.03998,58.5,0,6.79612,123,500.65,90,103.6,7.74975
"Kalyn Takitimu-Cook - 26/05/2025",Wing,26/05/2025,Monday,01:27:26,6239.32202,3950.44997,706.89,383.01,22.37,7.16374,82,304.11999,64,58.4,4.36971
"Kalyn Takitimu-Cook - 27/05/2025",Wing,27/05/2025,Tuesday,01:31:56,4083.22412,1457.89002,318.53,169.72,22.84,7.32479,37,150.36001,34,47.18,3.35593
"Kalyn Takitimu-Cook - 29/05/2025",Wing,29/05/2025,Thursday,01:54:03,6494.76931,3510.91007,1032.06001,275.905,29.79,7.4667,99,389.51001,87,107.14,5.58072
"Kalyn Takitimu-Cook - 31/05/2025",Wing,31/05/2025,Saturday,01:19:38,4496.06627,2217.54,521.27,146.67,0,6.67368,90,401.47,75,87.43,6.99567
"Kalyn Takitimu-Cook - 05/06/2025",Wing,05/06/2025,Thursday,02:33:32,6480.07043,3219.01002,679.95998,412.99,13.9,7.17014,55,190.20001,41,49.58,2.84873
"Kalyn Takitimu-Cook - 07/06/2025",Wing,07/06/2025,Saturday,01:40:02,5834.38322,3351.35999,386.66999,89.69,0,5.60346,64,280.98,60,81.44,4.32616
"Kalyn Takitimu-Cook - 09/06/2025",Wing,09/06/2025,Monday,01:34:25,6903.57416,3953.46999,741.5,436.4,32.65,7.64317,68,208.16,49,68.62,3.24477
"Kalyn Takitimu-Cook - 10/06/2025",Wing,10/06/2025,Tuesday,01:27:07,4445.4024,2556.87002,416.69,266.86,0,6.41749,34,183.99,21,26.3,2.40372
"Kalyn Takitimu-Cook - 12/06/2025",Wing,12/06/2025,Thursday,03:19:50,8727.052,3878.41007,1304.46999,868.18001,50.38,7.40154,96,474.65,84,105.64,4.77561
"Kalyn Takitimu-Cook - 14/06/2025",Wing,14/06/2025,Saturday,01:19:58,2151.94815,1009.88,221.43,143.22,0,6.37644,34,160.39,24,24.43,5.17996
"Kalyn Takitimu-Cook - 23/06/2025",Wing,23/06/2025,Monday,00:55:27,7878.00635,7653.60998,0,0,0,3.82521,0,0,0,0,0
"Kalyn Takitimu-Cook - 24/06/2025",Wing,24/06/2025,Tuesday,01:51:54,4547.19006,2102.06,416.02001,227.58999,0,6.40111,50,196.08,43,50.79,3.98158
"Kalyn Takitimu-Cook - 26/06/2025",Wing,26/06/2025,Thursday,01:22:20,3977.54968,2429.80998,899.00998,1078.18001,0,6.89955,63,284.51,47,47.14,5.30151
"Kalyn Takitimu-Cook - 30/06/2025",Wing,30/06/2025,Monday,02:13:38,4360.9043,1802.12,507.45001,337.62,0,6.88506,45,194.98,34,41.69,3.4353
"Kalyn Takitimu-Cook - 01/07/2025",Wing,01/07/2025,Tuesday,01:44:00,5487.29736,2580.24999,471.63,326.7,0,6.8721,47,204.72001,52,57.52,3.53234
"Kalyn Takitimu-Cook - 03/07/2025",Wing,03/07/2025,Thursday,01:32:00,5160.7207,2506.65,413.87,334.49,0,6.94388,30,132.72,24,32.18,2.02927
"Kalyn Takitimu-Cook - 05/07/2025",Wing,05/07/2025,Saturday,00:58:04,3511.56079,2161.11999,369.82001,315.7,0,6.6953,32,145.08,35,58.47,3.58886
"Kalyn Takitimu-Cook - 08/07/2025",Wing,08/07/2025,Tuesday,01:03:00,4188.22607,2280.71001,638.27002,680.96001,23.48,7.2255,65,284.87,45,57.29,4.98397
"Kalyn Takitimu-Cook - 10/07/2025",Wing,10/07/2025,Thursday,02:05:42,6588.63416,3062.61999,757.03999,637.61,20.96,7.42285,51,235.61,44,41.44,2.98499
"Kalyn Takitimu-Cook - 12/07/2025",Wing,12/07/2025,Saturday,00:45:00,2395.82544,1136.68002,309.62,130.98,36.42,7.33796,51,188.24,27,63.06,6.01588
"Kalyn Takitimu-Cook - 15/07/2025",Wing,15/07/2025,Tuesday,01:20:55,5300.81128,2819.24,649.39999,392.6,0,6.35545,76,318.84,70,69.86,5.45143
"Kalyn Takitimu-Cook - 17/07/2025",Wing,17/07/2025,Thursday,02:00:00,4525.94629,1772.75002,330.72,256.14,52.59,7.78074,15,76.64,11,12.35,1.15302
"Kalyn Takitimu-Cook - 19/07/2025",Wing,19/07/2025,Saturday,00:46:35,3335.6499,2024.14002,578.78998,586.06001,0,6.76268,48,192.90001,46,54.57,5.45966
"Kalyn Takitimu-Cook - 22/07/2025",Wing,22/07/2025,Tuesday,01:17:00,1616.33472,634.92,12.37,0,0,4.29577,1,8.41,0,5.52,0.10982
